Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadAxe:9395, oredict.toolHeadAxeOlivewood.name
gregtech:gt.meta.toolHeadAxe:9396, oredict.toolHeadAxePearwood.name
gregtech:gt.meta.toolHeadAxe:9397, oredict.toolHeadAxePinkIvory.name
gregtech:gt.meta.toolHeadAxe:9398, oredict.toolHeadAxePurpleheart.name
gregtech:gt.meta.toolHeadAxe:9399, oredict.toolHeadAxeRosewood.name
gregtech:gt.meta.toolHeadAxe:9400, oredict.toolHeadAxeSweetgum.name
gregtech:gt.meta.toolHeadAxe:9401, oredict.toolHeadAxeSyzgium.name
gregtech:gt.meta.toolHeadAxe:9402, oredict.toolHeadAxeWhitebeam.name
gregtech:gt.meta.toolHeadAxe:9403, oredict.toolHeadAxeYew.name
gregtech:gt.meta.toolHeadAxe:9404, oredict.toolHeadAxeWoodScorched.name
gregtech:gt.meta.toolHeadAxe:9405, oredict.toolHeadAxeWoodVarnished.name
gregtech:gt.meta.toolHeadAxe:9406, oredict.toolHeadAxeWoodTainted.name
gregtech:gt.meta.toolHeadAxe:9407, oredict.toolHeadAxeWoodBleached.name
gregtech:gt.meta.toolHeadAxe:9408, oredict.toolHeadAxeFoxfirewood.name
gregtech:gt.meta.toolHeadAxe:9715, oredict.toolHeadAxeMarshmallow.name
gregtech:gt.meta.toolHeadAxe:9716, oredict.toolHeadAxePEZ.name
gregtech:gt.meta.toolHeadAxe:9717, oredict.toolHeadAxeLicorice.name
gregtech:gt.meta.toolHeadAxe:9802, oredict.toolHeadAxeIce.name
gregtech:gt.meta.toolHeadRawAxeDouble:40, oredict.toolHeadRawAxeDoubleBeryllium.name
gregtech:gt.meta.toolHeadRawAxeDouble:130, oredict.toolHeadRawAxeDoubleAluminium.name
gregtech:gt.meta.toolHeadRawAxeDouble:220, oredict.toolHeadRawAxeDoubleTitanium.name
gregtech:gt.meta.toolHeadRawAxeDouble:240, oredict.toolHeadRawAxeDoubleChromium.name
gregtech:gt.meta.toolHeadRawAxeDouble:250, oredict.toolHeadRawAxeDoubleManganese.name
gregtech:gt.meta.toolHeadRawAxeDouble:260, oredict.toolHeadRawAxeDoubleIron.name
gregtech:gt.meta.toolHeadRawAxeDouble:270, oredict.toolHeadRawAxeDoubleCobalt.name
gregtech:gt.meta.toolHeadRawAxeDouble:278, oredict.toolHeadRawAxeDoubleCobalt60.name
gregtech:gt.meta.toolHeadRawAxeDouble:280, oredict.toolHeadRawAxeDoubleNickel.name
gregtech:gt.meta.toolHeadRawAxeDouble:290, oredict.toolHeadRawAxeDoubleCopper.name
gregtech:gt.meta.toolHeadRawAxeDouble:330, oredict.toolHeadRawAxeDoubleArsenic.name
gregtech:gt.meta.toolHeadRawAxeDouble:400, oredict.toolHeadRawAxeDoubleZirconium.name
gregtech:gt.meta.toolHeadRawAxeDouble:420, oredict.toolHeadRawAxeDoubleMolybdenum.name
gregtech:gt.meta.toolHeadRawAxeDouble:430, oredict.toolHeadRawAxeDoubleTechnetium.name
gregtech:gt.meta.toolHeadRawAxeDouble:460, oredict.toolHeadRawAxeDoublePalladium.name
gregtech:gt.meta.toolHeadRawAxeDouble:470, oredict.toolHeadRawAxeDoubleSilver.name
gregtech:gt.meta.toolHeadRawAxeDouble:600, oredict.toolHeadRawAxeDoubleNeodymium.name
gregtech:gt.meta.toolHeadRawAxeDouble:740, oredict.toolHeadRawAxeDoubleTungsten.name
gregtech:gt.meta.toolHeadRawAxeDouble:760, oredict.toolHeadRawAxeDoubleOsmiumElemental.name
gregtech:gt.meta.toolHeadRawAxeDouble:770, oredict.toolHeadRawAxeDoubleIridium.name
gregtech:gt.meta.toolHeadRawAxeDouble:780, oredict.toolHeadRawAxeDoublePlatinum.name
gregtech:gt.meta.toolHeadRawAxeDouble:790, oredict.toolHeadRawAxeDoubleGold.name
gregtech:gt.meta.toolHeadRawAxeDouble:820, oredict.toolHeadRawAxeDoubleLead.name
gregtech:gt.meta.toolHeadRawAxeDouble:830, oredict.toolHeadRawAxeDoubleBismuth.name
gregtech:gt.meta.toolHeadRawAxeDouble:900, oredict.toolHeadRawAxeDoubleThorium.name
gregtech:gt.meta.toolHeadRawAxeDouble:920, oredict.toolHeadRawAxeDoubleUranium.name
gregtech:gt.meta.toolHeadRawAxeDouble:921, oredict.toolHeadRawAxeDoubleUranium235.name
gregtech:gt.meta.toolHeadRawAxeDouble:922, oredict.toolHeadRawAxeDoubleUranium233.name
gregtech:gt.meta.toolHeadRawAxeDouble:940, oredict.toolHeadRawAxeDoublePlutonium.name
gregtech:gt.meta.toolHeadRawAxeDouble:943, oredict.toolHeadRawAxeDoublePlutonium241.name
gregtech:gt.meta.toolHeadRawAxeDouble:945, oredict.toolHeadRawAxeDoublePlutonium243.name
gregtech:gt.meta.toolHeadRawAxeDouble:947, oredict.toolHeadRawAxeDoublePlutonium239.name
gregtech:gt.meta.toolHeadRawAxeDouble:950, oredict.toolHeadRawAxeDoubleAmericium.name
gregtech:gt.meta.toolHeadRawAxeDouble:951, oredict.toolHeadRawAxeDoubleAmericium241.name
gregtech:gt.meta.toolHeadRawAxeDouble:1260, oredict.toolHeadRawAxeDoubleTrinium.name
gregtech:gt.meta.toolHeadRawAxeDouble:1520, oredict.toolHeadRawAxeDoubleVibranium.name
gregtech:gt.meta.toolHeadRawAxeDouble:1740, oredict.toolHeadRawAxeDoubleNaquadah.name
gregtech:gt.meta.toolHeadRawAxeDouble:1741, oredict.toolHeadRawAxeDoubleNaquadahEnriched.name
gregtech:gt.meta.toolHeadRawAxeDouble:1742, oredict.toolHeadRawAxeDoubleNaquadria.name
gregtech:gt.meta.toolHeadRawAxeDouble:2210, oredict.toolHeadRawAxeDoubleAtlarus.name
gregtech:gt.meta.toolHeadRawAxeDouble:8003, oredict.toolHeadRawAxeDoubleCarborundum.name
gregtech:gt.meta.toolHeadRawAxeDouble:8278, oredict.toolHeadRawAxeDoubleManaDiamond.name
gregtech:gt.meta.toolHeadRawAxeDouble:8279, oredict.toolHeadRawAxeDoubleElvenDragonstone.name
gregtech:gt.meta.toolHeadRawAxeDouble:8300, oredict.toolHeadRawAxeDoubleDiamond.name
gregtech:gt.meta.toolHeadRawAxeDouble:8301, oredict.toolHeadRawAxeDoubleEmerald.name
gregtech:gt.meta.toolHeadRawAxeDouble:8302, oredict.toolHeadRawAxeDoubleRuby.name
gregtech:gt.meta.toolHeadRawAxeDouble:8303, oredict.toolHeadRawAxeDoubleBalasRuby.name
gregtech:gt.meta.toolHeadRawAxeDouble:8304, oredict.toolHeadRawAxeDoubleSapphire.name
gregtech:gt.meta.toolHeadRawAxeDouble:8305, oredict.toolHeadRawAxeDoubleGreenSapphire.name
gregtech:gt.meta.toolHeadRawAxeDouble:8306, oredict.toolHeadRawAxeDoubleTopaz.name
gregtech:gt.meta.toolHeadRawAxeDouble:8307, oredict.toolHeadRawAxeDoubleBlueTopaz.name
gregtech:gt.meta.toolHeadRawAxeDouble:8308, oredict.toolHeadRawAxeDoubleTanzanite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8309, oredict.toolHeadRawAxeDoubleRedJasper.name
gregtech:gt.meta.toolHeadRawAxeDouble:8310, oredict.toolHeadRawAxeDoubleAmber.name
gregtech:gt.meta.toolHeadRawAxeDouble:8311, oredict.toolHeadRawAxeDoubleOlivine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8312, oredict.toolHeadRawAxeDoubleOpal.name
gregtech:gt.meta.toolHeadRawAxeDouble:8313, oredict.toolHeadRawAxeDoubleAmethyst.name
gregtech:gt.meta.toolHeadRawAxeDouble:8314, oredict.toolHeadRawAxeDoubleOrangeSapphire.name
gregtech:gt.meta.toolHeadRawAxeDouble:8315, oredict.toolHeadRawAxeDoubleYellowSapphire.name
gregtech:gt.meta.toolHeadRawAxeDouble:8318, oredict.toolHeadRawAxeDoubleEnderPearl.name
gregtech:gt.meta.toolHeadRawAxeDouble:8319, oredict.toolHeadRawAxeDoubleEnderEye.name
gregtech:gt.meta.toolHeadRawAxeDouble:8320, oredict.toolHeadRawAxeDoubleNetherStar.name
gregtech:gt.meta.toolHeadRawAxeDouble:8321, oredict.toolHeadRawAxeDoubleJade.name
gregtech:gt.meta.toolHeadRawAxeDouble:8322, oredict.toolHeadRawAxeDoubleCraponite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8323, oredict.toolHeadRawAxeDoubleAquamarine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8324, oredict.toolHeadRawAxeDoubleMorganite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8325, oredict.toolHeadRawAxeDoubleDioptase.name
gregtech:gt.meta.toolHeadRawAxeDouble:8326, oredict.toolHeadRawAxeDoubleSpinel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8328, oredict.toolHeadRawAxeDoubleBlueSapphire.name
gregtech:gt.meta.toolHeadRawAxeDouble:8329, oredict.toolHeadRawAxeDoubleAmethystEnder.name
gregtech:gt.meta.toolHeadRawAxeDouble:8342, oredict.toolHeadRawAxeDoubleFirestone.name
gregtech:gt.meta.toolHeadRawAxeDouble:8350, oredict.toolHeadRawAxeDoubleInfusedDull.name
gregtech:gt.meta.toolHeadRawAxeDouble:8351, oredict.toolHeadRawAxeDoubleInfusedVis.name
gregtech:gt.meta.toolHeadRawAxeDouble:8352, oredict.toolHeadRawAxeDoubleInfusedAir.name
gregtech:gt.meta.toolHeadRawAxeDouble:8353, oredict.toolHeadRawAxeDoubleInfusedFire.name
gregtech:gt.meta.toolHeadRawAxeDouble:8354, oredict.toolHeadRawAxeDoubleInfusedEarth.name
gregtech:gt.meta.toolHeadRawAxeDouble:8355, oredict.toolHeadRawAxeDoubleInfusedWater.name
gregtech:gt.meta.toolHeadRawAxeDouble:8356, oredict.toolHeadRawAxeDoubleInfusedEntropy.name
gregtech:gt.meta.toolHeadRawAxeDouble:8357, oredict.toolHeadRawAxeDoubleInfusedOrder.name
gregtech:gt.meta.toolHeadRawAxeDouble:8358, oredict.toolHeadRawAxeDoubleInfusedBalance.name
gregtech:gt.meta.toolHeadRawAxeDouble:8383, oredict.toolHeadRawAxeDoublePurpleSapphire.name
gregtech:gt.meta.toolHeadRawAxeDouble:8384, oredict.toolHeadRawAxeDoubleHeliodor.name
gregtech:gt.meta.toolHeadRawAxeDouble:8385, oredict.toolHeadRawAxeDoubleGoshenite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8386, oredict.toolHeadRawAxeDoubleBixbite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8387, oredict.toolHeadRawAxeDoubleMaxixe.name
gregtech:gt.meta.toolHeadRawAxeDouble:8388, oredict.toolHeadRawAxeDoubleAlexandrite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8415, oredict.toolHeadRawAxeDoubleOnyxRed.name
gregtech:gt.meta.toolHeadRawAxeDouble:8416, oredict.toolHeadRawAxeDoubleOnyxBlack.name
gregtech:gt.meta.toolHeadRawAxeDouble:8417, oredict.toolHeadRawAxeDoubleAmazonite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8419, oredict.toolHeadRawAxeDoubleZircon.name
gregtech:gt.meta.toolHeadRawAxeDouble:8423, oredict.toolHeadRawAxeDoubleDiamondIndustrial.name
gregtech:gt.meta.toolHeadRawAxeDouble:8424, oredict.toolHeadRawAxeDoublePinkDiamond.name
gregtech:gt.meta.toolHeadRawAxeDouble:8425, oredict.toolHeadRawAxeDoubleOceanJasper.name
gregtech:gt.meta.toolHeadRawAxeDouble:8426, oredict.toolHeadRawAxeDoubleRainforestJasper.name
gregtech:gt.meta.toolHeadRawAxeDouble:8427, oredict.toolHeadRawAxeDoubleBlueJasper.name
gregtech:gt.meta.toolHeadRawAxeDouble:8428, oredict.toolHeadRawAxeDoubleGreenJasper.name
gregtech:gt.meta.toolHeadRawAxeDouble:8429, oredict.toolHeadRawAxeDoubleYellowJasper.name
gregtech:gt.meta.toolHeadRawAxeDouble:8430, oredict.toolHeadRawAxeDoubleTigerEye.name
gregtech:gt.meta.toolHeadRawAxeDouble:8431, oredict.toolHeadRawAxeDoubleCatsEye.name
gregtech:gt.meta.toolHeadRawAxeDouble:8432, oredict.toolHeadRawAxeDoubleDragonEye.name
gregtech:gt.meta.toolHeadRawAxeDouble:8433, oredict.toolHeadRawAxeDoubleHawksEye.name
gregtech:gt.meta.toolHeadRawAxeDouble:8434, oredict.toolHeadRawAxeDoubleBlackEye.name
gregtech:gt.meta.toolHeadRawAxeDouble:8435, oredict.toolHeadRawAxeDoubleTigerIron.name
gregtech:gt.meta.toolHeadRawAxeDouble:8446, oredict.toolHeadRawAxeDoubleBrownAventurine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8447, oredict.toolHeadRawAxeDoubleYellowAventurine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8448, oredict.toolHeadRawAxeDoubleGreenAventurine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8449, oredict.toolHeadRawAxeDoubleBlackAventurine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8450, oredict.toolHeadRawAxeDoubleBlueAventurine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8451, oredict.toolHeadRawAxeDoubleRedAventurine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8600, oredict.toolHeadRawAxeDoubleElectrum.name
gregtech:gt.meta.toolHeadRawAxeDouble:8601, oredict.toolHeadRawAxeDoubleSterlingSilver.name
gregtech:gt.meta.toolHeadRawAxeDouble:8602, oredict.toolHeadRawAxeDoubleRoseGold.name
gregtech:gt.meta.toolHeadRawAxeDouble:8603, oredict.toolHeadRawAxeDoubleAngmallen.name
gregtech:gt.meta.toolHeadRawAxeDouble:8606, oredict.toolHeadRawAxeDoubleGildedIron.name
gregtech:gt.meta.toolHeadRawAxeDouble:8610, oredict.toolHeadRawAxeDoubleBronze.name
gregtech:gt.meta.toolHeadRawAxeDouble:8611, oredict.toolHeadRawAxeDoubleBlackBronze.name
gregtech:gt.meta.toolHeadRawAxeDouble:8612, oredict.toolHeadRawAxeDoubleBismuthBronze.name
gregtech:gt.meta.toolHeadRawAxeDouble:8613, oredict.toolHeadRawAxeDoubleHepatizon.name
gregtech:gt.meta.toolHeadRawAxeDouble:8620, oredict.toolHeadRawAxeDoubleBrass.name
gregtech:gt.meta.toolHeadRawAxeDouble:8621, oredict.toolHeadRawAxeDoubleCobaltBrass.name
gregtech:gt.meta.toolHeadRawAxeDouble:8630, oredict.toolHeadRawAxeDoubleSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8631, oredict.toolHeadRawAxeDoubleBlackSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8632, oredict.toolHeadRawAxeDoubleRedSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8633, oredict.toolHeadRawAxeDoubleBlueSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8634, oredict.toolHeadRawAxeDoubleDamascusSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8635, oredict.toolHeadRawAxeDoubleTungstensteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8636, oredict.toolHeadRawAxeDoubleStainlessSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8638, oredict.toolHeadRawAxeDoubleTungstenCarbide.name
gregtech:gt.meta.toolHeadRawAxeDouble:8640, oredict.toolHeadRawAxeDoubleAnnealedCopper.name
gregtech:gt.meta.toolHeadRawAxeDouble:8642, oredict.toolHeadRawAxeDoublePigIron.name
gregtech:gt.meta.toolHeadRawAxeDouble:8643, oredict.toolHeadRawAxeDoubleWroughtIron.name
gregtech:gt.meta.toolHeadRawAxeDouble:8644, oredict.toolHeadRawAxeDoubleIronCompressed.name
gregtech:gt.meta.toolHeadRawAxeDouble:8645, oredict.toolHeadRawAxeDoubleIronMagnetic.name
gregtech:gt.meta.toolHeadRawAxeDouble:8646, oredict.toolHeadRawAxeDoubleSteelMagnetic.name
gregtech:gt.meta.toolHeadRawAxeDouble:8647, oredict.toolHeadRawAxeDoubleNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadRawAxeDouble:8649, oredict.toolHeadRawAxeDoubleMeteoricIron.name
gregtech:gt.meta.toolHeadRawAxeDouble:8650, oredict.toolHeadRawAxeDoubleMeteoricSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8651, oredict.toolHeadRawAxeDoubleSteelGalvanized.name
gregtech:gt.meta.toolHeadRawAxeDouble:8653, oredict.toolHeadRawAxeDoubleVanadiumSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8654, oredict.toolHeadRawAxeDoubleTitaniumGold.name
gregtech:gt.meta.toolHeadRawAxeDouble:8661, oredict.toolHeadRawAxeDoubleInvar.name
gregtech:gt.meta.toolHeadRawAxeDouble:8662, oredict.toolHeadRawAxeDoubleConstantan.name
gregtech:gt.meta.toolHeadRawAxeDouble:8663, oredict.toolHeadRawAxeDoubleNichrome.name
gregtech:gt.meta.toolHeadRawAxeDouble:8664, oredict.toolHeadRawAxeDoubleKanthal.name
gregtech:gt.meta.toolHeadRawAxeDouble:8665, oredict.toolHeadRawAxeDoubleMagnalium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8666, oredict.toolHeadRawAxeDoubleUltimet.name
gregtech:gt.meta.toolHeadRawAxeDouble:8667, oredict.toolHeadRawAxeDoubleTinAlloy.name
gregtech:gt.meta.toolHeadRawAxeDouble:8672, oredict.toolHeadRawAxeDoubleIronWood.name
gregtech:gt.meta.toolHeadRawAxeDouble:8673, oredict.toolHeadRawAxeDoubleSteeleaf.name
gregtech:gt.meta.toolHeadRawAxeDouble:8674, oredict.toolHeadRawAxeDoubleKnightmetal.name
gregtech:gt.meta.toolHeadRawAxeDouble:8675, oredict.toolHeadRawAxeDoubleFierySteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8676, oredict.toolHeadRawAxeDoubleAstralSilver.name
gregtech:gt.meta.toolHeadRawAxeDouble:8677, oredict.toolHeadRawAxeDoubleMidasium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8678, oredict.toolHeadRawAxeDoubleMithril.name
gregtech:gt.meta.toolHeadRawAxeDouble:8679, oredict.toolHeadRawAxeDoubleThaumium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8680, oredict.toolHeadRawAxeDoubleDarkThaumium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8681, oredict.toolHeadRawAxeDoubleVoidMetal.name
gregtech:gt.meta.toolHeadRawAxeDouble:8682, oredict.toolHeadRawAxeDoubleOsmiridium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8684, oredict.toolHeadRawAxeDoubleTrinaquadalloy.name
gregtech:gt.meta.toolHeadRawAxeDouble:8685, oredict.toolHeadRawAxeDoubleChromiumDioxide.name
gregtech:gt.meta.toolHeadRawAxeDouble:8700, oredict.toolHeadRawAxeDoubleAluminiumBrass.name
gregtech:gt.meta.toolHeadRawAxeDouble:8702, oredict.toolHeadRawAxeDoubleAlumite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8703, oredict.toolHeadRawAxeDoubleManyullyn.name
gregtech:gt.meta.toolHeadRawAxeDouble:8704, oredict.toolHeadRawAxeDoubleVibraniumSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8705, oredict.toolHeadRawAxeDoubleVibraniumSilver.name
gregtech:gt.meta.toolHeadRawAxeDouble:8706, oredict.toolHeadRawAxeDoubleVibramantium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8707, oredict.toolHeadRawAxeDoubleArdite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8710, oredict.toolHeadRawAxeDoubleEnderium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8711, oredict.toolHeadRawAxeDoubleElectrumFlux.name
gregtech:gt.meta.toolHeadRawAxeDouble:8719, oredict.toolHeadRawAxeDoubleOsmium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8720, oredict.toolHeadRawAxeDoubleManasteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8721, oredict.toolHeadRawAxeDoubleTerrasteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8722, oredict.toolHeadRawAxeDoubleElvenElementium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8725, oredict.toolHeadRawAxeDoublePulsatingIron.name
gregtech:gt.meta.toolHeadRawAxeDouble:8726, oredict.toolHeadRawAxeDoubleVibrantAlloy.name
gregtech:gt.meta.toolHeadRawAxeDouble:8727, oredict.toolHeadRawAxeDoubleConductiveIron.name
gregtech:gt.meta.toolHeadRawAxeDouble:8728, oredict.toolHeadRawAxeDoubleEnergeticAlloy.name
gregtech:gt.meta.toolHeadRawAxeDouble:8730, oredict.toolHeadRawAxeDoubleElectricalSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8731, oredict.toolHeadRawAxeDoubleObsidianSteel.name
gregtech:gt.meta.toolHeadRawAxeDouble:8732, oredict.toolHeadRawAxeDoubleSoularium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8734, oredict.toolHeadRawAxeDoubleSpectreIron.name
gregtech:gt.meta.toolHeadRawAxeDouble:8735, oredict.toolHeadRawAxeDoubleGaiaSpirit.name
gregtech:gt.meta.toolHeadRawAxeDouble:8736, oredict.toolHeadRawAxeDoubleEndium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8745, oredict.toolHeadRawAxeDoubleNetherite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8746, oredict.toolHeadRawAxeDoubleNetherizedDiamond.name
gregtech:gt.meta.toolHeadRawAxeDouble:8747, oredict.toolHeadRawAxeDoubleEfrine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8750, oredict.toolHeadRawAxeDoubleDesh.name
gregtech:gt.meta.toolHeadRawAxeDouble:8751, oredict.toolHeadRawAxeDoubleDuranium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8752, oredict.toolHeadRawAxeDoubleTritanium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8754, oredict.toolHeadRawAxeDoubleOriharukon.name
gregtech:gt.meta.toolHeadRawAxeDouble:8755, oredict.toolHeadRawAxeDoubleAdamantite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8756, oredict.toolHeadRawAxeDoubleDuralumin.name
gregtech:gt.meta.toolHeadRawAxeDouble:8782, oredict.toolHeadRawAxeDoubleTartarite.name
gregtech:gt.meta.toolHeadRawAxeDouble:8784, oredict.toolHeadRawAxeDoubleAdamantine.name
gregtech:gt.meta.toolHeadRawAxeDouble:8790, oredict.toolHeadRawAxeDoubleTrinitanium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8791, oredict.toolHeadRawAxeDoubleDraconium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8792, oredict.toolHeadRawAxeDoubleDraconiumAwakened.name
gregtech:gt.meta.toolHeadRawAxeDouble:8793, oredict.toolHeadRawAxeDoubleTitaniumIridium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8794, oredict.toolHeadRawAxeDoubleTitaniumAluminide.name
gregtech:gt.meta.toolHeadRawAxeDouble:8796, oredict.toolHeadRawAxeDoubleHSSG.name
gregtech:gt.meta.toolHeadRawAxeDouble:8797, oredict.toolHeadRawAxeDoubleHSSE.name
gregtech:gt.meta.toolHeadRawAxeDouble:8798, oredict.toolHeadRawAxeDoubleHSSS.name
gregtech:gt.meta.toolHeadRawAxeDouble:8799, oredict.toolHeadRawAxeDoubleCrystalMatrix.name
gregtech:gt.meta.toolHeadRawAxeDouble:8800, oredict.toolHeadRawAxeDoubleCosmicNeutronium.name
gregtech:gt.meta.toolHeadRawAxeDouble:8801, oredict.toolHeadRawAxeDoubleInfinity.name
gregtech:gt.meta.toolHeadRawAxeDouble:9101, oredict.toolHeadRawAxeDoubleAlmandine.name
gregtech:gt.meta.toolHeadRawAxeDouble:9102, oredict.toolHeadRawAxeDoubleAndradite.name
gregtech:gt.meta.toolHeadRawAxeDouble:9119, oredict.toolHeadRawAxeDoubleGrossular.name
gregtech:gt.meta.toolHeadRawAxeDouble:9127, oredict.toolHeadRawAxeDoublePyrope.name
gregtech:gt.meta.toolHeadRawAxeDouble:9129, oredict.toolHeadRawAxeDoubleSpessartine.name
gregtech:gt.meta.toolHeadRawAxeDouble:9135, oredict.toolHeadRawAxeDoubleUvarovite.name
gregtech:gt.meta.toolHeadRawAxeDouble:9716, oredict.toolHeadRawAxeDoublePEZ.name
gregtech:gt.meta.toolHeadRawAxeDouble:9717, oredict.toolHeadRawAxeDoubleLicorice.name
gregtech:gt.meta.toolHeadAxeDouble:40, oredict.toolHeadAxeDoubleBeryllium.name
gregtech:gt.meta.toolHeadAxeDouble:130, oredict.toolHeadAxeDoubleAluminium.name
gregtech:gt.meta.toolHeadAxeDouble:220, oredict.toolHeadAxeDoubleTitanium.name
gregtech:gt.meta.toolHeadAxeDouble:240, oredict.toolHeadAxeDoubleChromium.name
gregtech:gt.meta.toolHeadAxeDouble:250, oredict.toolHeadAxeDoubleManganese.name
gregtech:gt.meta.toolHeadAxeDouble:260, oredict.toolHeadAxeDoubleIron.name
gregtech:gt.meta.toolHeadAxeDouble:270, oredict.toolHeadAxeDoubleCobalt.name
gregtech:gt.meta.toolHeadAxeDouble:278, oredict.toolHeadAxeDoubleCobalt60.name
gregtech:gt.meta.toolHeadAxeDouble:280, oredict.toolHeadAxeDoubleNickel.name
gregtech:gt.meta.toolHeadAxeDouble:290, oredict.toolHeadAxeDoubleCopper.name
gregtech:gt.meta.toolHeadAxeDouble:330, oredict.toolHeadAxeDoubleArsenic.name
gregtech:gt.meta.toolHeadAxeDouble:400, oredict.toolHeadAxeDoubleZirconium.name
gregtech:gt.meta.toolHeadAxeDouble:420, oredict.toolHeadAxeDoubleMolybdenum.name
gregtech:gt.meta.toolHeadAxeDouble:430, oredict.toolHeadAxeDoubleTechnetium.name
gregtech:gt.meta.toolHeadAxeDouble:460, oredict.toolHeadAxeDoublePalladium.name
gregtech:gt.meta.toolHeadAxeDouble:470, oredict.toolHeadAxeDoubleSilver.name
gregtech:gt.meta.toolHeadAxeDouble:600, oredict.toolHeadAxeDoubleNeodymium.name
gregtech:gt.meta.toolHeadAxeDouble:740, oredict.toolHeadAxeDoubleTungsten.name
gregtech:gt.meta.toolHeadAxeDouble:760, oredict.toolHeadAxeDoubleOsmiumElemental.name
gregtech:gt.meta.toolHeadAxeDouble:770, oredict.toolHeadAxeDoubleIridium.name
gregtech:gt.meta.toolHeadAxeDouble:780, oredict.toolHeadAxeDoublePlatinum.name
gregtech:gt.meta.toolHeadAxeDouble:790, oredict.toolHeadAxeDoubleGold.name
gregtech:gt.meta.toolHeadAxeDouble:820, oredict.toolHeadAxeDoubleLead.name
gregtech:gt.meta.toolHeadAxeDouble:830, oredict.toolHeadAxeDoubleBismuth.name
gregtech:gt.meta.toolHeadAxeDouble:900, oredict.toolHeadAxeDoubleThorium.name
gregtech:gt.meta.toolHeadAxeDouble:920, oredict.toolHeadAxeDoubleUranium.name
gregtech:gt.meta.toolHeadAxeDouble:921, oredict.toolHeadAxeDoubleUranium235.name
gregtech:gt.meta.toolHeadAxeDouble:922, oredict.toolHeadAxeDoubleUranium233.name
gregtech:gt.meta.toolHeadAxeDouble:940, oredict.toolHeadAxeDoublePlutonium.name
gregtech:gt.meta.toolHeadAxeDouble:943, oredict.toolHeadAxeDoublePlutonium241.name
gregtech:gt.meta.toolHeadAxeDouble:945, oredict.toolHeadAxeDoublePlutonium243.name
gregtech:gt.meta.toolHeadAxeDouble:947, oredict.toolHeadAxeDoublePlutonium239.name
gregtech:gt.meta.toolHeadAxeDouble:950, oredict.toolHeadAxeDoubleAmericium.name
gregtech:gt.meta.toolHeadAxeDouble:951, oredict.toolHeadAxeDoubleAmericium241.name
